"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 16 23:55:38 IST 2020","Sat May 16 23:55:38 IST 2020","0","test_scripts.test_search","test_sample","","","","test_script[chrome]",""
