"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat May 16 23:58:35 IST 2020","Sat May 16 23:58:35 IST 2020","1","test_scripts.test_search","test_sample","","","","test_script[chrome]",""
